file,line,severity,text
tools/check-maya-lawyer-mini-site-readiness.mjs,37,REFERENCE_ONLY,"authorityGate: 'project-control/authority-person-profile-schema-gate-2026-05-22.md',"
tools/check-maya-lawyer-mini-site-readiness.mjs,38,REVIEW_BEFORE_RUNNING,"visualQa: 'project-control/visual-qa-report.md',"
tools/check-maya-lawyer-mini-site-readiness.mjs,309,REVIEW_BEFORE_RUNNING,"const reportDir = path.join( root, 'reports' );"
tools/check-maya-lawyer-mini-site-readiness.mjs,310,REVIEW_BEFORE_RUNNING,"const controlDir = path.join( root, 'project-control' );"
tools/check-payment-handoff-live-deployment.mjs,180,REVIEW_BEFORE_RUNNING,"await fs.mkdir( 'reports', { recursive: true } );"
tools/check-payment-handoff-live-deployment.mjs,181,REFERENCE_ONLY,"await fs.mkdir( 'project-control', { recursive: true } );"
tools/check-payment-handoff-live-deployment.mjs,182,REVIEW_BEFORE_RUNNING,"await fs.writeFile( `reports/payment-handoff-live-deployment-${ RUN_DATE }.json`, JSON.stringify( report, null, 2 ) + '\n' );"
tools/check-payment-handoff-live-deployment.mjs,183,REVIEW_BEFORE_RUNNING,"await fs.writeFile( `reports/payment-handoff-live-deployment-${ RUN_DATE }.csv`, csv );"
tools/check-payment-handoff-live-deployment.mjs,184,REFERENCE_ONLY,"await fs.writeFile( `project-control/payment-handoff-live-deployment-${ RUN_DATE }.md`, markdown );"
tools/check-payment-handoff-live-deployment.mjs,185,REVIEW_BEFORE_RUNNING,"await fs.writeFile( `project-control/payment-handoff-live-deployment-${ RUN_DATE }.csv`, csv );"
tools/check-payment-proof-drill.mjs,11,REFERENCE_ONLY,"path: 'project-control/grow-real-payment-link-smoke-test-2026-05-24.md',"
tools/check-payment-proof-drill.mjs,25,REFERENCE_ONLY,"path: 'project-control/grow-recurring-debit-live-attempt-2026-05-24.md',"
tools/check-payment-proof-drill.mjs,37,REFERENCE_ONLY,"path: 'project-control/investor-payment-lifecycle-playbook-2026-05-25.md',"
tools/check-payment-proof-drill.mjs,206,REVIEW_BEFORE_RUNNING,"await mkdir( 'reports', { recursive: true } );"
tools/check-payment-proof-drill.mjs,207,REFERENCE_ONLY,"await mkdir( 'project-control', { recursive: true } );"
tools/check-payment-proof-drill.mjs,208,REVIEW_BEFORE_RUNNING,"await writeFile( `reports/payment-proof-drill-${ RUN_DATE }.json`, JSON.stringify( payload, null, 2 ) + '\n' );"
tools/check-payment-proof-drill.mjs,209,REVIEW_BEFORE_RUNNING,"await writeFile( `reports/payment-proof-drill-${ RUN_DATE }.csv`, toCsv( results ) );"
tools/check-payment-proof-drill.mjs,210,REFERENCE_ONLY,"await writeFile( `project-control/payment-proof-drill-${ RUN_DATE }.md`, toMarkdown( results ) );"
tools/check-payment-proof-drill.mjs,211,REVIEW_BEFORE_RUNNING,"await writeFile( `project-control/payment-proof-drill-${ RUN_DATE }.csv`, toCsv( results ) );"
tools/check-priority-pages-live-readonly.mjs,101,REVIEW_BEFORE_RUNNING,"reportCsv: path.join(ROOT, 'reports', `${base}.csv`),"
tools/check-priority-pages-live-readonly.mjs,102,REVIEW_BEFORE_RUNNING,"reportJson: path.join(ROOT, 'reports', `${base}.json`),"
tools/check-priority-pages-live-readonly.mjs,103,REVIEW_BEFORE_RUNNING,"projectCsv: path.join(ROOT, 'project-control', `${base}.csv`),"
tools/check-priority-pages-live-readonly.mjs,104,REVIEW_BEFORE_RUNNING,"projectMd: path.join(ROOT, 'project-control', `${base}.md`),"
tools/check-public-http-internal-links.ps1,3,REVIEW_BEFORE_RUNNING,"[string]$OutputPath = ""project-control/public-http-internal-link-scan-2026-05-11.csv"","
tools/check-seo-pack-cannibalization-gate.mjs,6,REVIEW_BEFORE_RUNNING,"const packPath = path.join(root, 'mnt', 'documents', 'justice', 'STEP_5_new_pages.json');"
tools/check-seo-pack-cannibalization-gate.mjs,7,REVIEW_BEFORE_RUNNING,"const exportPath = path.join(root, 'project-control', 'exports', 'all-url-export.csv');"
tools/check-seo-pack-cannibalization-gate.mjs,8,REVIEW_BEFORE_RUNNING,"const reportJsonPath = path.join(root, 'reports', 'seo-pack-cannibalization-gate-2026-05-25.json');"
tools/check-seo-pack-cannibalization-gate.mjs,9,REVIEW_BEFORE_RUNNING,"const reportCsvPath = path.join(root, 'reports', 'seo-pack-cannibalization-gate-2026-05-25.csv');"
tools/check-seo-pack-cannibalization-gate.mjs,10,REVIEW_BEFORE_RUNNING,"const reportMdPath = path.join(root, 'project-control', 'seo-pack-cannibalization-gate-2026-05-25.md');"
tools/check-wp-rest-publisher-safety.mjs,33,REVIEW_BEFORE_RUNNING,"reportCsv: path.join(ROOT, 'reports', `${base}.csv`),"
tools/check-wp-rest-publisher-safety.mjs,34,REVIEW_BEFORE_RUNNING,"reportJson: path.join(ROOT, 'reports', `${base}.json`),"
tools/check-wp-rest-publisher-safety.mjs,35,REVIEW_BEFORE_RUNNING,"projectCsv: path.join(ROOT, 'project-control', `${base}.csv`),"
tools/check-wp-rest-publisher-safety.mjs,36,REVIEW_BEFORE_RUNNING,"projectMd: path.join(ROOT, 'project-control', `${base}.md`),"
tools/check-wp-rest-publisher-safety.mjs,94,REVIEW_BEFORE_RUNNING,"'- FIXED: `reports/semrush/build-priority-pages.js` is dry-run by default.',"
tools/check-wp-rest-publisher-safety.mjs,112,REVIEW_BEFORE_RUNNING,"const publisherPath = path.join(ROOT, 'reports', 'semrush', 'build-priority-pages.js');"
tools/compare-family-divorce-live-vs-drafts.mjs,5,REVIEW_BEFORE_RUNNING,|| 'reports/family-divorce-live-vs-draft-comparison-2026-05-21.csv';
tools/compare-family-divorce-live-vs-drafts.mjs,11,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/divorce-lawyer.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,12,REFERENCE_ONLY,"draftFile: 'content-drafts/divorce-lawyer-public-body-he.md',"
tools/compare-family-divorce-live-vs-drafts.mjs,16,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/consensual-divorce.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,17,REFERENCE_ONLY,"draftFile: 'content-drafts/consensual-divorce-public-body-he.md',"
tools/compare-family-divorce-live-vs-drafts.mjs,21,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/divorce-mediation.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,22,REFERENCE_ONLY,"draftFile: 'content-drafts/divorce-mediation-public-body-he.md',"
tools/compare-family-divorce-live-vs-drafts.mjs,26,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,27,REFERENCE_ONLY,"draftFile: 'content-drafts/divorce-property-division-public-body-he.md',"
tools/compare-family-divorce-live-vs-drafts.mjs,31,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/family-dispute-resolution.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,32,REFERENCE_ONLY,"draftFile: 'content-drafts/family-dispute-resolution-public-body-he.md',"
tools/compare-family-divorce-live-vs-drafts.mjs,36,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/child-support.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,37,REFERENCE_ONLY,"draftFile: 'content-drafts/child-support-public-body-he.md',"
tools/compare-family-divorce-live-vs-drafts.mjs,41,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt',"
tools/compare-family-divorce-live-vs-drafts.mjs,42,REFERENCE_ONLY,"draftFile: 'content-drafts/child-custody-public-body-he.md',"
tools/compare-plugin-manifests.ps1,2,REVIEW_BEFORE_RUNNING,"[string] $RepoManifest = ""project-control/ultra-justice-engine-repo-manifest.csv"","
tools/compare-plugin-manifests.ps1,3,REVIEW_BEFORE_RUNNING,"[string] $LiveManifest = ""project-control/live-active-plugin-manifest.csv"","
tools/compare-plugin-manifests.ps1,4,REVIEW_BEFORE_RUNNING,"[string] $OutputCsv = ""project-control/live-plugin-manifest-comparison.csv"""
tools/content-audit/build-audit-v1.ps1,2,REVIEW_BEFORE_RUNNING,"[string]$InventoryPath = ""project-control\content-master-inventory.csv"","
tools/content-audit/build-audit-v1.ps1,3,REFERENCE_ONLY,"[string]$ExportDir = ""project-control\exports"","
tools/content-audit/build-audit-v1.ps1,4,REFERENCE_ONLY,"[string]$ProjectControlDir = ""project-control"""
tools/content-audit/build-content-triage.mjs,7,REVIEW_BEFORE_RUNNING,"migration: 'project-control/url-migration-map.csv',"
tools/content-audit/build-content-triage.mjs,8,REVIEW_BEFORE_RUNNING,"siteHealth: 'reports/site-health-audit-2026-05-18.csv',"
tools/content-audit/build-content-triage.mjs,9,REVIEW_BEFORE_RUNNING,"gsc: 'content-master/gsc/gsc-url-summary.csv',"
tools/content-audit/build-content-triage.mjs,10,REVIEW_BEFORE_RUNNING,"gaps: 'content-master/content-gap-map.csv',"
tools/content-audit/build-content-triage.mjs,12,REVIEW_BEFORE_RUNNING,const OUT_CSV = 'project-control/content-triage-2026-05-18.csv';
tools/content-audit/build-content-triage.mjs,13,REFERENCE_ONLY,const OUT_MD = 'project-control/content-triage-2026-05-18.md';
tools/content-audit/build-decision-review-batches.ps1,2,REFERENCE_ONLY,"[string] $ProjectControlDir = ""project-control"""
tools/content-audit/wp-rest-export.ps1,3,REVIEW_BEFORE_RUNNING,"[string]$OutDir = ""project-control\exports"","
tools/content-audit/wp-rest-export.ps1,245,REVIEW_BEFORE_RUNNING,"$allContent | Export-Csv -Path ""project-control\content-master-inventory.csv"" -NoTypeInformation -Encoding UTF8"
tools/export-family-divorce-live-targets.mjs,6,REVIEW_BEFORE_RUNNING,|| 'reports/family-divorce-live-target-backup-2026-05-21';
tools/export-plugin-manifest-diagnostic.ps1,4,REVIEW_BEFORE_RUNNING,"[string] $OutputJson = ""project-control/live-active-plugin-manifest.json"","
tools/export-plugin-manifest-diagnostic.ps1,5,REVIEW_BEFORE_RUNNING,"[string] $OutputCsv = ""project-control/live-active-plugin-manifest.csv"","
tools/export-posts.js,32,REVIEW_BEFORE_RUNNING,"fs.writeFileSync('c:/Users/pro/justice/project-control/full-inventory.csv', csv);"
tools/export-posts.js,33,REVIEW_BEFORE_RUNNING,console.log('Saved ' + posts.length + ' posts to project-control/full-inventory.csv');
tools/export-v2.js,4,REVIEW_BEFORE_RUNNING,const masterCsvPath = 'c:/Users/pro/justice/project-control/content-master/content-master-inventory.csv';
tools/export-v2.js,5,REFERENCE_ONLY,const bodiesDir = 'c:/Users/pro/justice/project-control/content-master/content-bodies';
tools/extract-family-law-live-repair-diagnostics.mjs,80,REVIEW_BEFORE_RUNNING,"reportCsv: path.join(ROOT, 'reports', `${base}.csv`),"
tools/extract-family-law-live-repair-diagnostics.mjs,81,REVIEW_BEFORE_RUNNING,"reportJson: path.join(ROOT, 'reports', `${base}.json`),"
tools/extract-family-law-live-repair-diagnostics.mjs,82,REVIEW_BEFORE_RUNNING,"projectCsv: path.join(ROOT, 'project-control', `${base}.csv`),"
tools/extract-family-law-live-repair-diagnostics.mjs,83,REVIEW_BEFORE_RUNNING,"projectMd: path.join(ROOT, 'project-control', `${base}.md`),"
tools/filter-family-law.js,15,REVIEW_BEFORE_RUNNING,"const MASTER_CSV = path.resolve(__dirname, '../../project-control/content-master/content-master-inventory.csv');"
tools/filter-family-law.js,16,REVIEW_BEFORE_RUNNING,"const OUTPUT_CSV = path.resolve(__dirname, '../../project-control/content-master/family-law-cluster.csv');"
tools/filter-family-law.js,17,REVIEW_BEFORE_RUNNING,"const SUMMARY_FILE = path.resolve(__dirname, '../../project-control/content-master/family-law-cluster-summary.md');"
tools/generate-redirects.js,13,REVIEW_BEFORE_RUNNING,"const INPUT = path.resolve(__dirname, '../../project-control/content-master/family-law-decision-map.csv');"
tools/generate-redirects.js,14,REVIEW_BEFORE_RUNNING,"const MASTER = path.resolve(__dirname, '../../project-control/content-master/content-master-inventory.csv');"
tools/generate-redirects.js,15,REVIEW_BEFORE_RUNNING,"const OUTPUT = path.resolve(__dirname, '../../project-control/content-master/redirect-301-family-law.csv');"
tools/generate-redirects.js,16,REVIEW_BEFORE_RUNNING,"const HTACCESS = path.resolve(__dirname, '../../project-control/content-master/redirect-301-htaccess.txt');"
tools/gsc/analyze-clusters.js,3,REVIEW_BEFORE_RUNNING,"const REPORTS = path.join(__dirname, '..', '..', 'reports', 'gsc');"
tools/gsc/analyze.js,4,REVIEW_BEFORE_RUNNING,"const REPORTS = path.join(__dirname, '..', '..', 'reports', 'gsc');"
tools/gsc/check-priority-gsc-export-output.ps1,280,REVIEW_BEFORE_RUNNING,"$exportDir = Join-RepoPath ""reports\gsc\$ExportDirName"""
tools/gsc/check-priority-gsc-export-output.ps1,288,REVIEW_BEFORE_RUNNING,"@{ type = ""decision-map""; path = (Join-RepoPath ""reports\$DecisionPrefix-$ReportDate.csv""); columns = $DecisionColumns; requireRows = $true; emptyStatus = ""BLOCKED_EMPTY_DECISION_M"
tools/gsc/check-priority-gsc-export-output.ps1,289,REVIEW_BEFORE_RUNNING,"@{ type = ""protected-decision-map""; path = (Join-RepoPath ""reports\$ProtectedDecisionPrefix-$ReportDate.csv""); columns = $DecisionColumns; requireRows = $true; emptyStatus = ""BLOCK"
tools/gsc/check-priority-gsc-export-output.ps1,290,REVIEW_BEFORE_RUNNING,"@{ type = ""cannibalization-decision-map""; path = (Join-RepoPath ""reports\$CannibalizationDecisionPrefix-$ReportDate.csv""); columns = $DecisionCannibalizationColumns; requireRows = "
tools/gsc/check-priority-gsc-export-output.ps1,294,REVIEW_BEFORE_RUNNING,"path = (Join-RepoPath ""reports\$DecisionPrefix-$ReportDate.json"")"
tools/gsc/check-priority-gsc-export-output.ps1,436,REVIEW_BEFORE_RUNNING,"$csvPath = Join-RepoPath ""project-control\gsc-priority-export-output-validator-$ReportDate.csv"""
tools/gsc/check-priority-gsc-export-output.ps1,437,REVIEW_BEFORE_RUNNING,"$mdPath = Join-RepoPath ""project-control\gsc-priority-export-output-validator-$ReportDate.md"""
tools/gsc/check-priority-gsc-export-output.ps1,451,REVIEW_BEFORE_RUNNING,"'- Focused export directories under `reports/gsc/` for Family/Divorce, Criminal Law and Medical Malpractice.',"
tools/gsc/create-criminal-pillar-draft.js,314,REVIEW_BEFORE_RUNNING,"const contentFile = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13',"
tools/gsc/create-criminal-pillar-draft.js,315,REFERENCE_ONLY,"'content-master', 'clusters', 'criminal-law', 'criminal-law-pillar-page-content.html');"
tools/gsc/create-criminal-pillar-draft.js,359,REVIEW_BEFORE_RUNNING,"const contentFile = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13',"
tools/gsc/create-criminal-pillar-draft.js,360,REFERENCE_ONLY,"'content-master', 'clusters', 'criminal-law', 'criminal-law-pillar-page-content.html');"
tools/gsc/gsc-criminal-export.js,106,REVIEW_BEFORE_RUNNING,"args.outputDir = path.join(__dirname, '..', '..', 'reports', 'gsc', `criminal-law-${dateDaysAgo(0)}`);"
tools/gsc/gsc-family-divorce-export.js,97,REVIEW_BEFORE_RUNNING,"args.outputDir = path.join(__dirname, '..', '..', 'reports', 'gsc', `family-divorce-${dateDaysAgo(0)}`);"
tools/gsc/gsc-medical-malpractice-export.js,46,REVIEW_BEFORE_RUNNING,"const dir = path.join(ROOT, 'project-control');"
tools/gsc/gsc-medical-malpractice-export.js,90,REVIEW_BEFORE_RUNNING,"args.outputDir = path.join(ROOT, 'reports', 'gsc', `medical-malpractice-${dateDaysAgo(0)}`);"
tools/gsc/gsc-mirror-master.js,12,REVIEW_BEFORE_RUNNING,"const BASE_DIR = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13', 'content-master');"
tools/gsc/gsc-pull-extended.js,9,REVIEW_BEFORE_RUNNING,"const OUTPUT_DIR = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13', 'content-master', 'gsc');"
tools/gsc/gsc-pull.js,11,REVIEW_BEFORE_RUNNING,"const REPORTS_DIR = path.join(__dirname, '..', '..', 'reports', 'gsc');"
tools/gsc/master-enrichment-v2.js,4,REVIEW_BEFORE_RUNNING,"const BASE = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13', 'content-master');"
tools/gsc/master-enrichment.js,9,REVIEW_BEFORE_RUNNING,"const BASE = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13', 'content-master');"
tools/gsc/run-criminal-gsc-export.ps1,13,REVIEW_BEFORE_RUNNING,"$OutputDir = Join-Path $repoRoot ""reports\gsc\criminal-law-$ReportDate"""
tools/gsc/run-criminal-gsc-export.ps1,55,REVIEW_BEFORE_RUNNING,"Write-Host ""VERIFY NEXT: review reports\criminal-gsc-decision-map-$ReportDate.csv, reports\criminal-cannibalization-decision-map-$ReportDate.csv and reports\criminal-protected-url-"
tools/gsc/run-family-divorce-gsc-workflow.ps1,14,REVIEW_BEFORE_RUNNING,"$OutputDir = Join-Path $repoRoot ""reports\gsc\family-divorce-$ReportDate"""
tools/gsc/run-family-divorce-gsc-workflow.ps1,63,REVIEW_BEFORE_RUNNING,"""--input=reports/family-divorce-protected-url-decision-map-$ReportDate.csv"""
tools/gsc/run-family-divorce-gsc-workflow.ps1,67,REVIEW_BEFORE_RUNNING,"Write-Host ""VERIFY NEXT: review reports/family-divorce-gsc-decision-map-$ReportDate.csv and project-control/family-divorce-protected-url-owner-review-packet-$ReportDate.csv before "
tools/gsc/run-medical-malpractice-gsc-export.ps1,15,REVIEW_BEFORE_RUNNING,"$OutputDir = Join-Path $repoRoot ""reports\gsc\medical-malpractice-$ReportDate"""
tools/gsc/run-medical-malpractice-gsc-export.ps1,19,REVIEW_BEFORE_RUNNING,"$latestDashboard = Get-ChildItem -Path (Join-Path $repoRoot ""project-control"") -Filter ""medical-malpractice-readiness-dashboard-*.csv"" |"
tools/gsc/run-medical-malpractice-gsc-export.ps1,79,REVIEW_BEFORE_RUNNING,"Write-Host ""VERIFY NEXT: review reports\medical-malpractice-gsc-decision-map-$ReportDate.csv, reports\medical-malpractice-protected-url-decision-map-$ReportDate.csv and reports\med"
tools/gsc/wp-rest-export.js,6,REVIEW_BEFORE_RUNNING,"const OUTPUT_DIR = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13', 'content-master');"
tools/gsc/wp-rest-practice-areas.js,11,REVIEW_BEFORE_RUNNING,"const OUTPUT_DIR = path.join(__dirname, '..', '..', 'justice_theme_emergency_master_2026_05_13', 'content-master', 'wp-rest-export');"
tools/prepare-family-divorce-merge-review.mjs,5,REVIEW_BEFORE_RUNNING,|| 'reports/family-divorce-high-risk-merge-review-2026-05-21.csv';
tools/prepare-family-divorce-merge-review.mjs,13,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/child-support.txt',"
tools/prepare-family-divorce-merge-review.mjs,14,REFERENCE_ONLY,"draftFile: 'content-drafts/child-support-public-body-he.md',"
tools/prepare-family-divorce-merge-review.mjs,20,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt',"
tools/prepare-family-divorce-merge-review.mjs,21,REFERENCE_ONLY,"draftFile: 'content-drafts/child-custody-public-body-he.md',"
tools/prepare-family-divorce-merge-review.mjs,27,REVIEW_BEFORE_RUNNING,"liveFile: 'reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt',"
tools/prepare-family-divorce-merge-review.mjs,28,REFERENCE_ONLY,"draftFile: 'content-drafts/divorce-property-division-public-body-he.md',"
tools/publish-pillar-articles.js,21,REVIEW_BEFORE_RUNNING,"const ARTICLES_DIR = path.resolve(__dirname, '../../project-control/content-master/new-articles');"
tools/publish-pillar-articles.js,274,REVIEW_BEFORE_RUNNING,"const resultsPath = path.resolve(__dirname, '../../project-control/content-master/pillar-publish-results.json');"
tools/resolve-family-divorce-child-custody-merge.mjs,4,REVIEW_BEFORE_RUNNING,const SOURCE_REPORT = 'reports/family-divorce-high-risk-merge-review-2026-05-21.csv';
tools/resolve-family-divorce-child-custody-merge.mjs,6,REVIEW_BEFORE_RUNNING,|| 'reports/family-divorce-child-custody-merge-decisions-2026-05-21.csv';
tools/resolve-family-divorce-child-custody-merge.mjs,8,REVIEW_BEFORE_RUNNING,|| 'project-control/family-divorce-child-custody-merge-decisions-2026-05-21.csv';
tools/resolve-family-divorce-child-support-merge.mjs,4,REVIEW_BEFORE_RUNNING,const SOURCE_REPORT = 'reports/family-divorce-high-risk-merge-review-2026-05-21.csv';
tools/resolve-family-divorce-child-support-merge.mjs,6,REVIEW_BEFORE_RUNNING,|| 'reports/family-divorce-child-support-merge-decisions-2026-05-21.csv';
tools/resolve-family-divorce-child-support-merge.mjs,8,REVIEW_BEFORE_RUNNING,|| 'project-control/family-divorce-child-support-merge-decisions-2026-05-21.csv';
tools/resolve-family-divorce-property-division-merge.mjs,4,REVIEW_BEFORE_RUNNING,const SOURCE_REPORT = 'reports/family-divorce-high-risk-merge-review-2026-05-21.csv';
tools/resolve-family-divorce-property-division-merge.mjs,6,REVIEW_BEFORE_RUNNING,|| 'reports/family-divorce-property-division-merge-decisions-2026-05-21.csv';
tools/resolve-family-divorce-property-division-merge.mjs,8,REVIEW_BEFORE_RUNNING,|| 'project-control/family-divorce-property-division-merge-decisions-2026-05-21.csv';
tools/run-investor-morning-pack.ps1,38,REFERENCE_ONLY,$launchpad = Join-Path $repoRoot 'project-control\investor-demo-launchpad-2026-05-25.html'
tools/run-investor-morning-pack.ps1,39,REFERENCE_ONLY,"$goNoGo = Join-Path $repoRoot ""project-control\investor-morning-go-no-go-$today.md"""
tools/snapshot-money-query-pages.mjs,6,REVIEW_BEFORE_RUNNING,const OUTPUT_CSV = `reports/money-query-preedit-snapshot-${REPORT_DATE}.csv`;
tools/snapshot-money-query-pages.mjs,7,REVIEW_BEFORE_RUNNING,const OUTPUT_JSON = `reports/money-query-preedit-snapshot-${REPORT_DATE}.json`;
tools/snapshot-money-query-pages.mjs,182,REVIEW_BEFORE_RUNNING,"await fs.mkdir('reports', { recursive: true });"
tools/sync-family-divorce-wave1b-metadata-counts.mjs,9,REVIEW_BEFORE_RUNNING,"const STATIC_QA_PATH = path.join(ROOT, 'reports/family-divorce-public-body-static-qa-2026-05-21.csv');"
tools/sync-family-divorce-wave1b-metadata-counts.mjs,10,REVIEW_BEFORE_RUNNING,"const METADATA_PATH = path.join(ROOT, 'project-control/family-divorce-wave-1b-support-metadata-package-2026-05-12.csv');"
tools/sync-family-divorce-wave1b-metadata-counts.mjs,11,REVIEW_BEFORE_RUNNING,"const OUT_CSV = path.join(ROOT, 'reports', `family-divorce-wave1b-metadata-word-count-sync-${TODAY}.csv`);"
tools/sync-family-divorce-wave1b-metadata-counts.mjs,12,REVIEW_BEFORE_RUNNING,"const PROJECT_CONTROL_CSV = path.join(ROOT, 'project-control', `family-divorce-wave1b-metadata-word-count-sync-${TODAY}.csv`);"
tools/url-checker/check-all-urls.js,11,REVIEW_BEFORE_RUNNING,* Output: ../../reports/url-health-report.csv + url-health-report.json
tools/url-checker/check-all-urls.js,22,REVIEW_BEFORE_RUNNING,"const INVENTORY_PATH = path.join(__dirname, '..', '..', '..', 'project-control', 'full-inventory.csv');"
tools/url-checker/check-all-urls.js,23,REVIEW_BEFORE_RUNNING,"const REPORT_DIR = path.join(__dirname, '..', '..', '..', 'reports');"
tools/url-checker/check-all-urls.js,273,REVIEW_BEFORE_RUNNING,// 3. Generate reports
tools/url-checker/generate-redirect-php.js,4,REVIEW_BEFORE_RUNNING,"const REPORTS_DIR = path.resolve(__dirname, '../../../reports');"
tools/url-checker/generate-slug-map.js,21,REVIEW_BEFORE_RUNNING,"const INVENTORY_PATH = path.join(__dirname, '..', '..', '..', 'project-control', 'full-inventory.csv');"
tools/url-checker/generate-slug-map.js,22,REVIEW_BEFORE_RUNNING,"const OUTPUT_DIR = path.join(__dirname, '..', '..', '..', 'reports');"
tools/url-checker/migrate-phase-a.js,22,REVIEW_BEFORE_RUNNING,"const REPORTS_DIR = path.resolve(__dirname, '../../../reports');"
tools/url-checker/migrate-phase-b.js,27,REVIEW_BEFORE_RUNNING,"const REPORTS_DIR = path.resolve(__dirname, '../../../reports');"
tools/url-checker/migrate-phase-c.js,15,REVIEW_BEFORE_RUNNING,"const REPORTS_DIR = path.resolve(__dirname, '../../../reports');"
tools/url-checker/site-health-audit.js,42,REVIEW_BEFORE_RUNNING,"const REPORTS_DIR = path.join(__dirname, '..', '..', 'reports');"
