priority,recommendation,cluster,title,candidate_url,post_id,post_type,live_status,clicks,impressions,reasons,gsc_risk,gsc_matched,gsc_top_queries,status,safety_gate
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","עורך דין ספרד | עו”ד ישראלי בספרד","https://jus-tice.co.il/spain-lawyers","9945","articles","200","80","8700","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law-divorce","כמה עולה הסכם גירושין? | עלות הסכם גירושין","https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost","3118","articles","200","1","8698","gsc_do_not_touch_high_traffic_url","HIGH","YES","הסכם גירושין מחיר (0c/177i/p60.1) | כמה עולה הסכם גירושין אצל עורך דין (0c/94i/p72.2) | הסכם גירושין בהסכמה מחיר (0c/53i/p72.3) | עלות עו""ד גירושין (0c/53i/p83.4) | עלות גירושין בהסכמה (0c/51i/p72.6)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","UNKNOWN","https://jus-tice.co.il/criminal-law","","gsc-url","","4","8458","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","personal-injury","עורך דין תאונות דרכים","https://jus-tice.co.il/car-accident-auto-injury-lawyer","3222","articles","200","0","8445","gsc_do_not_touch_high_traffic_url","HIGH","YES","עורך דין תאונת דרכים קטלנית (0c/47i/p50.7) | עונש על הריגה בתאונת דרכים (0c/31i/p68.0) | עונש מינימום על הריגה (0c/25i/p63.0) | עורך דין תאונות קטלניות (0c/3i/p67.0) | עורך דין תאונות דרכים קטלניות (0c/2i/p82.5)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law-divorce","גירושין – כל מה שצריך לדעת כשמתגרשים","https://jus-tice.co.il/divorce-everything-you-need-to-know","1246","articles","200","2","8326","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","נדל”ן באיטליה","https://jus-tice.co.il/real-estate-italy","9684","articles","200","12","8322","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","employment-law","UNKNOWN","https://jus-tice.co.il/psakdin/%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%95%D7%93%D7%A8%D7%9B%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%AA%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%91%D7%93-%D7%A1%D7%95%D7%A6%D7%99%D7%90%D7%9C%D7%99-%D7%9C%D7%A2","","gsc-url","","136","8257","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","העם הפורטוגזי | מיהם הפורטוגלים | יהודים ספרדים פורטוגל","https://jus-tice.co.il/portuguese-people","10791","articles","200","38","8219","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","medical-malpractice","UNKNOWN","https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F","","gsc-url","","144","8191","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","תצהיר מקוון (אונליין) | דוגמא לתצהיר חינם | טופס תצהיר","https://jus-tice.co.il/free-affidavit-sample","3532","articles","200","141","8117","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","להיות עו”ד פלילי כל מה שצריך לדעת כדי להיות סנגור פלילי","https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer","2876","articles","200","50","8104","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","traffic-law","סעיף 63 לפקודת התעבורה (1c/1i/p43.0) | סעיף 10 א לפקודת התעבורה (0c/60i/p42.8) | טבלת קנסות עבירות תנועה (0c/42i/p60.7) | אי עצירה בתמרור עצור נהג חדש (0c/11i/p85.4) | סעיף 62 לפקודת התעבורה (0c/11i/p51.0)","https://jus-tice.co.il/wp-content/uploads/2020/01/hana_v9.32.88s.pdf","","gsc-url","","11","8096","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","סעיף 63 לפקודת התעבורה (1c/1i/p43.0) | סעיף 10 א לפקודת התעבורה (0c/60i/p42.8) | טבלת קנסות עבירות תנועה (0c/42i/p60.7) | אי עצירה בתמרור עצור נהג חדש (0c/11i/p85.4) | סעיף 62 לפקודת התעבורה (0c/11i/p51.0)","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","cyber-privacy","יחידת ה-Cyber Division של ה-FBI | עו”ד סייבר","https://jus-tice.co.il/fbi-cyber-division","12495","articles","200","28","8091","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","סחר בסמים | עבירת סחר בסמים","https://jus-tice.co.il/drug-trafficking","867","articles","200","6","8084","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","real-estate","הסכם ממון על דירה | מתי הסכם ממון לא תופס","https://jus-tice.co.il/marital-property-agreement","3207","articles","200","13","8072","gsc_do_not_touch_high_traffic_url","HIGH","YES","הסכם ממון על דירה (0c/122i/p51.5) | הסכם ממון דירה לפני הנישואין (0c/30i/p55.7) | מתי הסכם ממון לא תופס? (0c/29i/p11.7) | הסכם ממון ומשכנתא (0c/12i/p38.9) | מתי הסכם ממון לא תופס (0c/11i/p10.4)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99","","gsc-url","","25","7972","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","real-estate","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D","","gsc-url","","30","7906","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","employment-law","כמה עולה עורך דין? כיצד נקבע שכר טרחת עורך דין","https://jus-tice.co.il/how-much-does-a-lawyer-cost","991","articles","","4","7900","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","נהיגה תחת השפעת סמים","https://jus-tice.co.il/driving-under-the-influence-of-drugs","829","articles","200","2","7731","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","real-estate","תביעות איחור במסירה (0c/108i/p55.7) | פיצוי איחור במסירת דירה (0c/79i/p74.3) | פיצוי על איחור במסירת דירה (0c/79i/p63.5) | פיצוי בגין איחור במסירת דירה (0c/62i/p63.6) | מכתב התראה לקבלן איחור במסירה (0c/61i/p62.2)","https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%90%D7%99%D7%97%D7%95%D7%A8-%D7%91%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9E%D7%A7%D7%91%D7%9C%D7%9F-%D7%AA%D7%90-10300-02-21","","gsc-url","","7","7725","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","תביעות איחור במסירה (0c/108i/p55.7) | פיצוי איחור במסירת דירה (0c/79i/p74.3) | פיצוי על איחור במסירת דירה (0c/79i/p63.5) | פיצוי בגין איחור במסירת דירה (0c/62i/p63.6) | מכתב התראה לקבלן איחור במסירה (0c/61i/p62.2)","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","traffic-law","אשפוז קורונה בבית (0c/10i/p90.7) | תצהיר להגשת בקשה לקבלת רישיון לכלי ירייה פרטי (0c/6i/p87.8) | הנחיות קורונה (0c/3i/p51.0) | הסרת משנע (0c/3i/p80.7) | איסוף שתן 24 שעות עם חומר משמר הוראות (0c/2i/p90.0)","https://jus-tice.co.il/corona_virus/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%9C%D7%94%D7%AA%D7%9E%D7%95%D7%93%D7%93%D7%95%D7%AA-%D7%A2%D7%9D-%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-19-covid","","gsc-url","","5","7627","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","אשפוז קורונה בבית (0c/10i/p90.7) | תצהיר להגשת בקשה לקבלת רישיון לכלי ירייה פרטי (0c/6i/p87.8) | הנחיות קורונה (0c/3i/p51.0) | הסרת משנע (0c/3i/p80.7) | איסוף שתן 24 שעות עם חומר משמר הוראות (0c/2i/p90.0)","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law-divorce","שירותי אונליין מומלצים בתחום דיני משפחה וגירושין | עו”ד משפחה מקוון","https://jus-tice.co.il/online-family-law-services","11853","articles","200","8","7554","trust_claim_review|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","מעצר עד תום ההליכים","https://jus-tice.co.il/detention-before-charge-or-trial","872","articles","200","1","7530","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","real-estate","מדריך נדל”ן פורטוגל | רכישת דירה בפורטוגל | השקעה בפורטוגל","https://jus-tice.co.il/portugal-real-estate","10325","articles","200","8","7492","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","כמה עולה הסכם ממון?","https://jus-tice.co.il/how-much-does-prenup-cost","3306","articles","200","4","7487","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","real-estate","קניית דירה על שם אחד מבני הזוג | רישום דירה על שם אחד מבני הזוג – כיצד לבצע נכון","https://jus-tice.co.il/spouse-property-registration-guide","11774","articles","200","84","7432","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/find-lawyer","","gsc-url","","4","7420","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","real-estate","UNKNOWN","https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F","","gsc-url","","10","7404","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","קפריסין | דסק קפריסין","https://jus-tice.co.il/about-cyprus","10759","articles","200","8","7401","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law","UNKNOWN","https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A2%D7%A1%D7%A7-%D7%A0%D7%9B%D7%A1-%D7%90%D7%95-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A2%D7%9E%D7%93%D7%94-%D7%A9%D7%9C-%D7%97%D7%95%D7%93-%D7%9E%D7%95%D7%9E%D7%97%D7%94","","gsc-url","","21","7300","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","דוגמא לתקנון אתר","https://jus-tice.co.il/sample-terms-and-conditions-template","3632","articles","200","69","7254","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/articles/%D7%A0%D7%99%D7%A9%D7%95%D7%90%D7%99%D7%9D-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%99%D7%9D","","gsc-url","","2","7182","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","איך לבחור עורך דין בארצות הברית","https://jus-tice.co.il/choose-usa-attorney","11821","articles","200","43","7146","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law-divorce","משמורת אב | כיצד להשיג זכויות משמורת כאבא?","https://jus-tice.co.il/custody-rights-for-fathers","5560","articles","200","6","7136","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","להיות עורך דין: קבלה לעיסוק בעריכת דין","https://jus-tice.co.il/admission-to-practice-law","9359","articles","200","23","7118","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","medical-malpractice","שיתוק מוחין בלידה | שיתוק מוחי | (Cerebral Palsy (CP","https://jus-tice.co.il/cerebral-palsy","11482","articles","200","21","7104","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","מס חברות קפריסין | מיסים על הכנסות תאגידים","https://jus-tice.co.il/cyprus-corporate-tax","10611","articles","200","16","7029","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","עורך דין יפן- ייצוג משפטי ביפן","https://jus-tice.co.il/japan-attorneys","9918","articles","200","26","7028","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%91%D7%A2%D7%9C%D7%95%D7%AA-%D7%A2%D7%9C-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%99%D7%94-%D7%91%D7%92%D7%92%D7%95%D7%AA-%D7%94%D7%9C%D7%9B%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%A8","","gsc-url","","98","6945","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","ליטיגציה בינלאומית | תחומי עיסוק עורכי דין מחלקה בינלאומית","https://jus-tice.co.il/international-litigation","10942","articles","200","5","6936","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law-divorce","מה כולל הסכם גירושין?","https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include","3080","articles","200","8","6934","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","UNKNOWN","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A1%D7%9E%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A1%D7%9E%D7%99%D7%9D","","gsc-url","","2","6890","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","family-law","UNKNOWN","https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%94%D7%A4%D7%97%D7%AA%D7%AA-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%A9%D7%A0%D7%A7%D7%91%D7%A2%D7%95","","gsc-url","","3","6830","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","פס”ד בעניין תביעה רכושית בין בני זוג לשעבר | תלה”מ 6199-03-18 השופטת עפרה גיא","https://jus-tice.co.il/decision6199-03-18","8772","articles","200","49","6805","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","criminal-law","UNKNOWN","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%91%D7%AA%D7%90-%D7%95%D7%94%D7%9E%D7%A8%D7%9B%D7%96","","gsc-url","","0","6761","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","UNKNOWN","ניהול מוניטין לעורכי דין (0c/351i/p8.3) | נהיול מוניטין לעורכי דין (0c/101i/p8.2) | עורך דין אינטרנט (0c/65i/p81.6) | עורכי דין אינטרנט (0c/53i/p84.6) | אתר לעורך דין (0c/9i/p93.0)","https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98","","gsc-url","","5","6758","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","ניהול מוניטין לעורכי דין (0c/351i/p8.3) | נהיול מוניטין לעורכי דין (0c/101i/p8.2) | עורך דין אינטרנט (0c/65i/p81.6) | עורכי דין אינטרנט (0c/53i/p84.6) | אתר לעורך דין (0c/9i/p93.0)","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","needs-classification","מהי משכנתא בלון? | הלוואת בלון","https://jus-tice.co.il/balloon-payment-mortgage","9981","articles","200","2","6751","gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P0","PROTECT_AND_REWRITE_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20","","gsc-url","","43","6713","direct_gsc_high_value_url|gsc_do_not_touch_high_traffic_url","HIGH","YES","UNKNOWN","DO_NOT_TOUCH_HIGH_TRAFFIC_URL","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
