priority,recommendation,cluster,title,candidate_url,post_id,post_type,live_status,clicks,impressions,reasons,gsc_risk,gsc_matched,gsc_top_queries,status,safety_gate
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","פרז-יורקה (משרד עורכי דין)","https://jus-tice.co.il/perez-llorca","11341","articles","200","1","253","gsc_needs_merge_review","LOW","YES","עו""ד בפורטוגל (0c/17i/p42.9) | עורך דין בספרד (0c/11i/p26.6) | עו""ד פורטוגל (0c/9i/p52.2) | עורך דין בפורטוגל (0c/5i/p56.6) | לפרז (0c/1i/p57.0)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","traffic-law","עורך דין בקטאר Qatar | לווי משפטי וייצוג בדוחה קטר","https://jus-tice.co.il/qatar-lawyers","10626","articles","200","0","251","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","כיצד חוזים יכולים להגן עליך ועל העסק שלך | עו”ד חוזים","https://jus-tice.co.il/how-contracts-can-protect-you-and-your-business","6093","articles","200","0","244","gsc_needs_cluster_classification","LOW","YES","חוזה עסקי (0c/5i/p26.8)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/wp-content/uploads/2023/08/formular_abc_v._cnv_final_05.10.2022.pdf","","gsc-url","","4","243","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","tax-law","אורית בן דור ליבל (0c/1i/p70.0) | פרסום לעניין (0c/1i/p67.0)","https://jus-tice.co.il/articles/%D7%90%D7%99%D7%A1%D7%95%D7%A8-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%A9%D7%9C-%D7%97%D7%95%D7%95%D7%AA-%D7%93%D7%A2%D7%AA-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%94%D7%9E%D7%A1%D7%95%D7%92%D7%9C%D7%95","","gsc-url","","1","243","direct_gsc_visible_url|gsc_needs_merge_review","LOW","YES","אורית בן דור ליבל (0c/1i/p70.0) | פרסום לעניין (0c/1i/p67.0)","NEEDS_MERGE_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","real-estate","ערעור על שומת מס בטענה שהדירה שנרכשה היא אינה דירת מגורים אלא “דירת מעטפת” (ו”ע 39040-09-22)","https://jus-tice.co.il/39040-09-22","12348","articles","200","0","241","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","family-law","UNKNOWN","https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%94%D7%A4%D7%A1%D7%93-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%91%D7%90%D7%99%D7%A9%D7%94-%D7%A9%D7%99%D7%96%D7%9E%D7%94-%D7%90%D7%AA-%D7%94%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-1236570-2-%D7%91%D7%99%D7%94%D7%93-%D7%97%D7%99%D7%A4%D7%94","","gsc-url","","5","239","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","UNKNOWN","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","criminal-law","משפט השוואתי פלילי","https://jus-tice.co.il/comparative-criminal-justice","9044","articles","200","3","234","gsc_needs_content_review","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","medical-malpractice","כתב תביעה רשלנות רפואית (0c/1i/p77.0)","https://jus-tice.co.il/%D7%9E%D7%A1%D7%9E%D7%9B%D7%99%D7%9D-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D-%D7%9C%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA","","gsc-url","","1","234","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","כתב תביעה רשלנות רפואית (0c/1i/p77.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%A2%D7%9E%D7%A9-61566-03-22","","gsc-url","","5","233","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%9C%D7%99%D7%99%D7%A6%D7%95%D7%92-%D7%9E%D7%A2%D7%A1%D7%99%D7%A7%D7%99%D7%9D/%D7%98%D7%95%D7%A4%D7%A1-%D7%94%D7%A6%D7%94%D7%A8%D7%94-%D7%9C%D7%A4%D7%99-%D7%A1%D7%A2%D7%99%D7%A3-3%D7%901-%D7%9C%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A9%D7%A2%D7%AA-%D7%97%D7%99%D7%A8%D7%95%D7%9D","","gsc-url","","0","233","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","real-estate","UNKNOWN","https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%A7%D7%91%D7%9C%D7%AA-%D7%98%D7%A2%D7%A0%D7%AA-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%9B%D7%95%D7%95%D7%A0%D7%AA-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%A1%D7%A4%D7%A6%D7%99%D7%A4%D7%99-%D7%91%D7%A8%D7%91%D7%A2-%D7%93%D7%99%D7%A8%D7%94-%D7%A2%D7%9E%D7%A9-65410-11-21","","gsc-url","","4","228","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","UNKNOWN","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","חיוב בעל מורד במדור אשתו אף בהעדר סיכוי לשלום בית – 1386569-6 – ביה”ד הגדול","https://jus-tice.co.il/1386569-6","12177","articles","200","2","228","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%94%D7%A9%D7%AA%D7%9E%D7%A9-%D7%91%D7%90%D7%A4%D7%9C%D7%99%D7%A7%D7%A6%D7%99%D7%95%D7%AA-%D7%95%D7%95%D7%90%D7%98%D7%A1%D7%90%D7%A4-%D7%95%D7%90%D7%99%D7%A0%D7%A1%D7%98%D7%92%D7%A8%D7%9D-%D7%9C%D7%99%D7%A6%D7%95%D7%A8-%D7%A7%D7%A9%D7%A8%D7%99%D7%9D-%D7%A2%D7%9D-%D7%A7%D7%98%D7%99%D7%A0%D7%95%D7%AA-%D7%95%D7%9C%D7%A7%D7%99%D7%99%D7%9D-%D7%A2%D7%9E%D7%9F-%D7%A9%D7%99%D7%97%D7%95%D7%AA-%D7%91%D7%A2%D7%9C%D7%95%D7%AA-%D7%90%D7%95%D7%A4%D7%99-%D7%9E%D7%99%D7%A0%D7%99","","gsc-url","","0","226","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","legal-database-rulings","ערעור פלילי (0c/22i/p79.7)","https://jus-tice.co.il/articles/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A1-50-31-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%A2%D7%9C%D7%99%D7%95%D7%9F-%D7%91%D7%A9%D7%91","","gsc-url","","4","225","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","ערעור פלילי (0c/22i/p79.7)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","פסק דין תלה”מ 34872-06-22 | הסכם הממון נמצא לא תקף הגרושה קיבלה חלק מהאימפריה הכלכלית","https://jus-tice.co.il/prenup-not-valid","11866","articles","200","4","225","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","medical-malpractice","רשלנות רפואית קורונה (0c/76i/p50.3)","https://jus-tice.co.il/psakdin/20-%D7%98%D7%99%D7%A4%D7%99%D7%9D-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA","","gsc-url","","0","221","direct_gsc_visible_url|gsc_needs_merge_review","LOW","YES","רשלנות רפואית קורונה (0c/76i/p50.3)","NEEDS_MERGE_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","family-law-divorce","עו”ד לורה וסר (עו”ד לגירושין) | Laura Wasser","https://jus-tice.co.il/laura-wasser","11446","articles","200","6","219","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","family-law","בית הדין הרבני סמכות מקומית (0c/1i/p57.0)","https://jus-tice.co.il/%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9B%D7%A8%D7%95%D7%9B%D7%94-%D7%A9%D7%9C-%D7%90%D7%96%D7%A8%D7%97-%D7%92%D7%9D-%D7%90%D7%9D-%D7%90%D7%99%D7%A0%D7%95-%D7%AA%D7%95%D7%A9%D7%91","","gsc-url","","5","212","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","בית הדין הרבני סמכות מקומית (0c/1i/p57.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","ייצוג משפטי קפריסין (0c/2i/p39.0) | עורכי דין קפריסין (0c/1i/p100.0)","https://jus-tice.co.il/wp-content/uploads/2023/03/%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%A9%D7%A8%D7%93%D7%99-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94.pdf","","gsc-url","","5","210","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","ייצוג משפטי קפריסין (0c/2i/p39.0) | עורכי דין קפריסין (0c/1i/p100.0)","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","family-law-divorce","Cordell & Cordell | קורדל & קורדל | משרד עורכי דין לענייני משפחה וגירושין","https://jus-tice.co.il/cordell-cordell","11359","articles","200","0","209","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%AA%D7%9015566-11-18%D7%93%D7%95%D7%99%D7%98%D7%A9-%D7%A0-%D7%90%D7%95%D7%A0%D7%99%D7%91%D7%A8%D7%A1%D7%99%D7%98%D7%AA-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91","","gsc-url","","4","207","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","inheritance-wills","השופט שאול שוחט: פס”ד בעניין ערעור צו ירושה (עמ”ש 44688-10-22)","https://jus-tice.co.il/44688-10-22","9677","articles","200","5","206","gsc_needs_content_review","LOW","YES","השופט שאול שוחט (0c/1i/p45.0)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","Portugal Homes | חברת ייעוץ נדל”ן בינלאומית","https://jus-tice.co.il/portugal-homes","11428","articles","200","1","206","gsc_needs_merge_review","LOW","YES","חברה לניהול נכסים בפורטוגל (0c/14i/p54.3) | פורטוגל נכסים (0c/5i/p22.4) | חברה להשקעות נדל""ן בפורטוגל (0c/1i/p22.0) | רכישת נכס בפורטוגל (0c/1i/p48.0)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","legal-database-rulings","פסקי דין לשון הרע (0c/21i/p57.7) | הוצאת דיבה ולשון הרע פסקי דין (0c/9i/p52.2) | לשון הרע בכתבי טענות (0c/1i/p38.0) | לשון הרע פסיקה (0c/1i/p46.0)","https://jus-tice.co.il/%D7%AA%D7%90-16763-09-21%D7%9E%D7%95%D7%98%D7%99%D7%A2%D7%99-%D7%A0-%D7%A1%D7%A4%D7%A6%D7%99%D7%A7-%D7%A8%D7%99%D7%91%D7%A7-%D7%95%D7%90%D7%97","","gsc-url","","3","205","direct_gsc_visible_url|gsc_needs_merge_review","LOW","YES","פסקי דין לשון הרע (0c/21i/p57.7) | הוצאת דיבה ולשון הרע פסקי דין (0c/9i/p52.2) | לשון הרע בכתבי טענות (0c/1i/p38.0) | לשון הרע פסיקה (0c/1i/p46.0)","NEEDS_MERGE_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","criminal-law","UNKNOWN","https://jus-tice.co.il/articles/%D7%99%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99","","gsc-url","","0","202","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","UNKNOWN","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","personal-injury","UNKNOWN","https://jus-tice.co.il/articles/%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%9C%D7%A2%D7%95%D7%91%D7%93-%D7%A9%D7%A4%D7%95%D7%98%D7%A8-%D7%9E%D7%A2%D7%91%D7%95%D7%93%D7%AA%D7%95-%D7%9C%D7%90%D7%9C%D7%AA%D7%A8-%D7%95%D7%9C%D7%9C","","gsc-url","","0","202","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","UNKNOWN","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","employment-law","אליאס שלופה (0c/1i/p78.0)","https://jus-tice.co.il/labor-law/%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D-%D7%9E%D7%95%D7%9C-%D7%94%D7%9E%D7%9C%D7%9C-%D7%91%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%9E%D7%A9%D7%A4%D7%97%D7%AA%D7%99","","gsc-url","","0","196","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","אליאס שלופה (0c/1i/p78.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%A4%D7%99%D7%A8%D7%95%D7%A7-%D7%97%D7%91%D7%A8%D7%94-%D7%A8%D7%A9%D7%9D-%D7%94%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%9C%D7%9C%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%98%D7%95%D7%A8-%D7%9E%D7%AA%D7%A9%D7%9C%D7%95%D7%9D","","gsc-url","","0","196","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300371.pdf","","gsc-url","","1","195","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/wp-content/uploads/2023/08/antragsformular-pass-personalausweis-minderjaehrige-data.pdf","","gsc-url","","3","191","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","איחוד האמירויות הערביות – מדריך מסחרי","https://jus-tice.co.il/united-arab-emirates-market-overview","2791","articles","200","2","191","gsc_needs_cluster_classification","LOW","YES","מה זה uae (0c/9i/p12.3) | מה זה איחוד האמירויות (0c/2i/p45.5) | כמה אמירויות יש (0c/1i/p86.0)","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","tax-law","מה זה nso (0c/2i/p68.5) | פגסוס nso (0c/2i/p72.5) | nso כתובת (0c/1i/p36.0) | האזנות סתר משטרת ישראל (0c/1i/p60.0) | משרדי nso (0c/1i/p28.0)","https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%A1%D7%95%D7%A1-nso-%D7%9E%D7%A1%D7%A7%D7%A0%D7%95%D7%AA-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%A8%D7%A8%D7%99-%D7%9E%D7%9E%D7%A6%D7%90%D7%99-%D7%A6%D7%95%D7%95%D7%AA-%D7%94%D7%91%D7%93","","gsc-url","","0","191","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","מה זה nso (0c/2i/p68.5) | פגסוס nso (0c/2i/p72.5) | nso כתובת (0c/1i/p36.0) | האזנות סתר משטרת ישראל (0c/1i/p60.0) | משרדי nso (0c/1i/p28.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","employment-law","נמל חיפה עבודה (0c/1i/p61.0)","https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%A9%D7%91%D7%99%D7%AA%D7%AA-%D7%94%D7%A0%D7%9E%D7%9C%D7%99%D7%9D-%D7%A1%D7%A7%D7%9B-55221-01-22","","gsc-url","","2","190","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","נמל חיפה עבודה (0c/1i/p61.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","UNKNOWN","https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-1237405/8%D7%94%D7%91%D7%A2%D7%9C-%D7%9C%D7%90-%D7%97%D7%99%D7%99%D7%91-%D7%9C%D7%90%D7%99%D7%A9%D7%94-%D7%9E%D7%97%D7%A6%D7%99%D7%AA-%D7%9E%D7%94%D7%9E%D7%92%D7%A8%D7%A9","","gsc-url","","0","190","direct_gsc_visible_url|gsc_needs_cluster_classification","LOW","YES","UNKNOWN","NEEDS_CLUSTER_CLASSIFICATION","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","UNKNOWN","קובי שליסל (0c/2i/p20.5) | ודאד יונס גנאים (0c/1i/p59.0) | זאב גורודצקי (0c/1i/p68.0)","https://jus-tice.co.il/psakdin/page/3","","gsc-url","","1","188","direct_gsc_visible_url|gsc_needs_merge_review","LOW","YES","קובי שליסל (0c/2i/p20.5) | ודאד יונס גנאים (0c/1i/p59.0) | זאב גורודצקי (0c/1i/p68.0)","NEEDS_MERGE_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","legal-database-rulings","צבי פרנקל (0c/4i/p55.0) | השופט צבי פרנקל (0c/1i/p21.0) | להגני (0c/1i/p36.0)","https://jus-tice.co.il/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%99%D7%96%D7%95%D7%A8%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%91%D7%A9-%D7%A9-%D7%A6%D7%91%D7%99-%D7%A4%D7%A8%D7%A0%D7%A7%D7%9C-%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%9E%D7%99%D7%A7%D7%A8%D7%95%D7%98%D7%A8%D7%90%D7%95%D7%9E%D7%94-%D7%91%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%A9%D7%94%D7%AA%D7%A0%D7%94%D7%9C%D7%94-%D7%A2%D7%9C-%D7%A4%D7%A0%D7%99-%D7%97%D7%93%D7%A9%D7%99%D7%9D-%D7%A1%D7%A4%D7%95%D7%A8%D7%99%D7%9D-%D7%91%D7%9C%D7%91%D7%93.pdf","","gsc-url","","1","186","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","צבי פרנקל (0c/4i/p55.0) | השופט צבי פרנקל (0c/1i/p21.0) | להגני (0c/1i/p36.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","family-law","גירושין בהסכמה טופס (0c/3i/p50.0)","https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%91%D7%90%D7%99%D7%A9%D7%94-%D7%A9%D7%A7%D7%99%D7%99%D7%9E%D7%94-%D7%99%D7%97%D7%A1%D7%99-%D7%90%D7%99%D7%A9%D7%95%D7%AA-%D7%A2%D7%9D-%D7%92%D7%91%D7%A8%D7%99%D7%9D-%D7%96%D7%A8%D7%99%D7%9D-%D7%91%D7%A0%D7%95%D7%9B%D7%97%D7%95%D7%AA-%D7%91%D7%A2%D7%9C%D7%94-1242579-2-%D7%91%D7%99%D7%94%D7%93-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA","","gsc-url","","3","185","direct_gsc_visible_url|gsc_needs_content_review","LOW","YES","גירושין בהסכמה טופס (0c/3i/p50.0)","NEEDS_CONTENT_REVIEW","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","family-law-divorce","מה דינה של תביעת גירושין שהוגשה בשגגה בתקופת עיכוב ההליכים?","https://jus-tice.co.il/divorce-claim-error-during-stay","11633","articles","200","3","184","gsc_needs_content_review","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
"P1","REVIEW_BEFORE_NOINDEX_OR_MERGE","needs-classification","FindLaw | מידע משפטי מקוון","https://jus-tice.co.il/findlaw","11293","articles","200","1","184","gsc_needs_cluster_classification","LOW","YES","UNKNOWN","KEEP_CURRENT_CLEAN_SLUG","OWNER_GSC_REVIEW_REQUIRED_BEFORE_NOINDEX_DELETE_REDIRECT"
