id,type,slug,title,url,httpStatus,finalUrl,hops,isLoop,redirectChain
2196,article,"notice-of-dismissal","הודעה מוקדמת לפיטורים | דוגמא למכתב פיטורין","https://jus-tice.co.il/notice-of-dismissal/",200,"https://jus-tice.co.il/notice-of-dismissal/",0,false,"https://jus-tice.co.il/notice-of-dismissal/"
2183,article,"jerusalem","קורונה: הרובעים בעיר ירושלים המוכרזים כאזור מוגבל","https://jus-tice.co.il/jerusalem/",200,"https://jus-tice.co.il/jerusalem/",0,false,"https://jus-tice.co.il/jerusalem/"
2177,article,"article-2177","אסטרטגיית יציאה &#8211; קורונה: מתווה לחזרה מדורגת לעבודה","https://jus-tice.co.il/article-2177/",200,"https://jus-tice.co.il/article-2177/",0,false,"https://jus-tice.co.il/article-2177/"
2160,article,"article-2160","קורונה: הנחיות המשטרה לפסח","https://jus-tice.co.il/article-2160/",200,"https://jus-tice.co.il/article-2160/",0,false,"https://jus-tice.co.il/article-2160/"
2149,article,"house","מסכה תוצרת בית נגד קורונה: לבישת מסכות פה-אף  בכדי להקטין את סיכון ההדבקה","https://jus-tice.co.il/house/",200,"https://jus-tice.co.il/house/",0,false,"https://jus-tice.co.il/house/"
2127,article,"regulations","טופס הצהרת עובד על מדידת חום והיעדר התסמינים &#8211; תקנות חירום נגיף הקורונה","https://jus-tice.co.il/regulations/",200,"https://jus-tice.co.il/regulations/",0,false,"https://jus-tice.co.il/regulations/"
2124,article,"driver-with-36-valid-points-or-more-will-be-disqualified-from-holding-a-drivers-license","נהג שלחובתו רשומות 36 נקודות תקפות או יותר, ייפסל מלהחזיק ברישיון נהיגה למשך 3 חודשים","https://jus-tice.co.il/driver-with-36-valid-points-or-more-will-be-disqualified-from-holding-a-drivers-license/",200,"https://jus-tice.co.il/driver-with-36-valid-points-or-more-will-be-disqualified-from-holding-a-drivers-license/",0,false,"https://jus-tice.co.il/driver-with-36-valid-points-or-more-will-be-disqualified-from-holding-a-drivers-license/"
2119,article,"regulations-new-2020","תקנות שעת חירום (הגבלת מספר העובדים במקום עבודה לשם צמצום התפשטות נגיף הקורונה החדש) (תיקון), התש״ף–2020","https://jus-tice.co.il/regulations-new-2020/",200,"https://jus-tice.co.il/regulations-new-2020/",0,false,"https://jus-tice.co.il/regulations-new-2020/"
2113,article,"police-officer","הנחיות הקורונה: בפגישה עם שוטר &#8211; יש להסביר לשוטר לאן אתה הולך","https://jus-tice.co.il/police-officer/",200,"https://jus-tice.co.il/police-officer/",0,false,"https://jus-tice.co.il/police-officer/"
2103,article,"article-2103","בדיקות קורונה: מתן תשובות המעבדות מתעכבת עקב בעיית מחשוב","https://jus-tice.co.il/article-2103/",200,"https://jus-tice.co.il/article-2103/",0,false,"https://jus-tice.co.il/article-2103/"
2091,article,"regulations-new-67-2020","תקנות שעת חירום (נגיף הקורונה החדש) (מענק הסתגלות מיוחד לבני 67 ומעלה), התש״ף-2020","https://jus-tice.co.il/regulations-new-67-2020/",200,"https://jus-tice.co.il/regulations-new-67-2020/",0,false,"https://jus-tice.co.il/regulations-new-67-2020/"
2086,article,"regulations-new-insurance","תקנות שעת חירום (נגיף הקורונה החדש) (הוראות מיוחדות לעניין ביטוח אבטלה)","https://jus-tice.co.il/regulations-new-insurance/",200,"https://jus-tice.co.il/regulations-new-insurance/",0,false,"https://jus-tice.co.il/regulations-new-insurance/"
2036,article,"2144-20-25-03","בג&quot;ץ 2144/20 25.03 מחייב בחירת יו&quot;ר קבוע לכנסת","https://jus-tice.co.il/2144-20-25-03/",200,"https://jus-tice.co.il/2144-20-25-03/",0,false,"https://jus-tice.co.il/2144-20-25-03/"
2031,article,"article-2031","הנחיות חירום להגבלת פעילות באנגלית","https://jus-tice.co.il/article-2031/",200,"https://jus-tice.co.il/article-2031/",0,false,"https://jus-tice.co.il/article-2031/"
2026,article,"new-25-03","תיקון 25/03 נגיף הקורונה החדש – הגבלת פעילות","https://jus-tice.co.il/new-25-03/",200,"https://jus-tice.co.il/new-25-03/",0,false,"https://jus-tice.co.il/new-25-03/"
2022,article,"bank-israel-2019","בנק ישראל מפרסם את דוחותיו הכספיים לשנת 2019","https://jus-tice.co.il/bank-israel-2019/",200,"https://jus-tice.co.il/bank-israel-2019/",0,false,"https://jus-tice.co.il/bank-israel-2019/"
